         4161579 function calls (4142587 primitive calls) in 1.701 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1614    0.001    0.000    0.001    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_parse.py:233(__next)
      876    0.000    0.000    0.001    0.000 /Users/tbarrett/dev/spreadsheet/sheets/utils.py:39(convert_to_decimal)
     4373    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
      262    0.000    0.000    0.001    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/grammar_analysis.py:26(advance)
     1379    0.000    0.000    0.001    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/grammar_analysis.py:30(is_satisfied)
       83    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/visitors.py:451(__get__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parse_tree_builder.py:326(__init__)
     1555    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/grammar_analysis.py:54(update_set)
      122    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/utils.py:252(classify_bool)
       98    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parse_tree_builder.py:334(_init_builders)
       21    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:581(literal)
      880    0.000    0.000    0.000    0.000 /Users/tbarrett/dev/spreadsheet/sheets/graph.py:65(in_neighbors)
      453    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/tree.py:34(__init__)
       21    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:546(_literal_to_pattern)
      502    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:216(feed)
      602    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/grammar_analysis.py:36(__hash__)
     2200    0.000    0.000    0.000    0.000 /Users/tbarrett/dev/spreadsheet/sheets/graph.py:60(out_neighbors)
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:891(_find_used_symbols)
      402    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parser_frontends.py:85(_verify_start)
      403    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:755(__hash__)
       83    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/visitors.py:441(__init__)
      602    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/grammar_analysis.py:11(__init__)
     1815    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       25    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/copy.py:209(_deepcopy_tuple)
     2080    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Users/tbarrett/dev/spreadsheet/sheets/workbook.py:420(new_sheet)
       96    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parse_tree_builder.py:156(maybe_create_child_filter)
     2000    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/earley_forest.py:201(__hash__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:671(<listcomp>)
       49    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_compile.py:276(_optimize_charset)
       83    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/functools.py:35(update_wrapper)
      516    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/copy.py:242(_keep_alive)
       25    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/copy.py:210(<listcomp>)
      701    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      763    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_parse.py:249(match)
      838    0.000    0.000    0.000    0.000 /Users/tbarrett/dev/spreadsheet/sheets/cell.py:168(__init__)
      224    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/visitors.py:119(_call_userfunc_token)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:670(<listcomp>)
     2000    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       51    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_parse.py:96(closegroup)
       21    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:520(eval_escaping)
    43/24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:369(expansion)
     1448    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/grammar_analysis.py:22(next)
      100    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/grammar.py:96(__init__)
      403    0.000    0.000    0.000    0.000 /Users/tbarrett/dev/spreadsheet/sheets/workbook.py:26(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/lalr_analysis.py:67(from_ParseTable)
      349    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/lalr_analysis.py:152(<lambda>)
      557    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_parse.py:172(append)
      895    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      400    0.000    0.000    0.000    0.000 /Users/tbarrett/dev/spreadsheet/sheets/cell.py:150(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parse_tree_builder.py:352(create_callback)
     1600    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/earley_forest.py:412(transform_token_node)
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:893(<setcomp>)
      121    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/grammar_analysis.py:44(__init__)
      400    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/earley_forest.py:226(__init__)
       50    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/copy.py:226(_deepcopy_dict)
      134    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/grammar_analysis.py:34(__eq__)
      578    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_parse.py:160(__len__)
      598    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/grammar.py:15(__init__)
      120    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_parse.py:355(_escape)
      425    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_parse.py:286(tell)
      142    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:878(symbol_from_strcase)
       21    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/ast.py:54(literal_eval)
        1    0.000    0.000    0.000    0.000 /Users/tbarrett/dev/spreadsheet/sheets/utils.py:26(is_valid_sheet_name)
     1207    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       45    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/enum.py:977(__and__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lark.py:438(_prepare_callbacks)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/grammar_analysis.py:143(<dictcomp>)
      772    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       89    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_parse.py:224(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/grammar_analysis.py:158(<dictcomp>)
   234/66    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/tree.py:139(scan_values)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:385(<listcomp>)
      120    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/lalr_analysis.py:74(<dictcomp>)
       66    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:364(_flatten)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/visitors.py:148(transform)
       30    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_parse.py:267(getuntil)
     33/9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/visitors.py:144(_transform_tree)
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:400(expansions)
     1063    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/tree.py:124(<lambda>)
       21    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/ast.py:33(parse)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:816(__call__)
       44    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/re.py:198(search)
       42    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:872(<listcomp>)
      498    0.000    0.000    0.000    0.000 /Users/tbarrett/dev/spreadsheet/sheets/graph.py:143(neighbor_gen)
      262    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/lalr_analysis.py:154(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/pkgutil.py:599(get_data)
       44    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:1098(_define)
      352    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_parse.py:111(__init__)
      652    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
      800    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/visitors.py:324(__default__)
       84    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/tree.py:128(expand_kids_by_data)
       21    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       51    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_parse.py:84(opengroup)
      813    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      120    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/lalr_analysis.py:270(<dictcomp>)
       59    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_compile.py:423(_simple)
       81    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_parse.py:432(_uniq)
       46    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:188(__deepcopy__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1036(get_data)
      403    0.000    0.000    0.000    0.000 /Users/tbarrett/dev/spreadsheet/sheets/graph.py:45(transpose)
        1    0.000    0.000    0.000    0.000 {built-in method io.open}
       90    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/enum.py:358(__call__)
       38    0.000    0.000    0.000    0.000 /Users/tbarrett/dev/spreadsheet/sheets/cell.py:176(number)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:609(expansions)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/grammar_analysis.py:66(<setcomp>)
      130    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:86(to_regexp)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:901(<listcomp>)
        6    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       49    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_compile.py:249(_compile_charset)
       44    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:112(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method io.open_code}
      192    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_parse.py:81(groups)
    46/45    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_compile.py:461(_get_literal_prefix)
       89    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_parse.py:921(fix_flags)
        4    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
    55/51    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/tree.py:100(__hash__)
      100    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       21    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:516(_rfind)
       11    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_compile.py:411(_mk_bitmap)
       80    0.000    0.000    0.000    0.000 /Users/tbarrett/dev/spreadsheet/sheets/utils.py:33(strip_trailing_zeros)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:903(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:984(__class_getitem__)
      440    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       35    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:884(terminal)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:430(pattern)
       64    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/abc.py:117(__instancecheck__)
       25    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/grammar.py:50(renamed)
      125    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parse_tree_builder.py:152(_should_expand)
       50    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/copy.py:263(<genexpr>)
       84    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:769(<setcomp>)
       90    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_compile.py:595(isstring)
      116    0.000    0.000    0.000    0.000 /Users/tbarrett/dev/spreadsheet/sheets/graph.py:222(<lambda>)
      181    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       89    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_parse.py:76(__init__)
       15    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:69(to_regexp)
       53    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:1006(mangle)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/encodings/__init__.py:70(search_function)
      150    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       90    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/enum.py:670(__new__)
       64    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        2    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:738(__init__)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:774(<lambda>)
      145    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:58(_get_flags)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:258(_create_unless)
        4    0.000    0.000    0.000    0.000 /Users/tbarrett/dev/spreadsheet/sheets/utils.py:56(string_to_error)
       26    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_compile.py:432(_generate_overlap_table)
       11    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_compile.py:413(<listcomp>)
       13    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:617(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:1262(_remove_unused)
       25    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
      135    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/grammar.py:42(__init__)
       99    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_parse.py:168(__setitem__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lark.py:174(__init__)
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:394(<genexpr>)
       30    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:397(<lambda>)
       19    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_compile.py:492(_get_charset_prefix)
       31    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:299(<genexpr>)
       63    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:517(<genexpr>)
       55    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:29(__init__)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/utils.py:170(dedup_list)
      258    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       45    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      290    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:736(<listcomp>)
       44    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/utils.py:131(<listcomp>)
       23    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/utils.py:175(<listcomp>)
       12    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_parse.py:861(_parse_flags)
       64    0.000    0.000    0.000    0.000 /Users/tbarrett/dev/spreadsheet/sheets/cell_error.py:35(__init__)
       77    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      224    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/visitors.py:164(__default_token__)
       67    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:894(<lambda>)
       14    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:712(__setattr__)
       15    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/re.py:270(escape)
       44    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       44    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:1053(__init__)
       91    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
       44    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:1082(_check_options)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/encodings/utf_8.py:33(getregentry)
       51    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/grammar.py:69(__init__)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:615(<lambda>)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
       29    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:38(__hash__)
       80    0.000    0.000    0.000    0.000 {method 'is_normal' of 'decimal.Decimal' objects}
      132    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parse_tree_builder.py:176(<genexpr>)
       25    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/copyreg.py:94(__newobj__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/grammar_analysis.py:128(<dictcomp>)
       51    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_compile.py:65(_combine_flags)
        2    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:676(__init__)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:1030(_make_rule_tuple)
      142    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:423(__init__)
       65    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_compile.py:453(_get_iscased)
       27    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:645(value)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/lalr_analysis.py:281(<dictcomp>)
      125    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/copy.py:182(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/earley.py:40(<setcomp>)
       46    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lark.py:203(__getattr__)
        4    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:992(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       30    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:99(max_width)
       14    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:664(_is_dunder)
       68    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       98    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/grammar_analysis.py:132(<lambda>)
       17    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:887(nonterminal)
      4/3    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/abc.py:121(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/common.py:28(__init__)
       44    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       41    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parse_tree_builder.py:135(__init__)
       98    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/grammar_analysis.py:155(<lambda>)
        3    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/posixpath.py:71(join)
        2    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/posixpath.py:150(dirname)
        2    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:137(_type_check)
       41    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parse_tree_builder.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/earley.py:39(<setcomp>)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/earley.py:45(<listcomp>)
      4/3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/grammar_analysis.py:149(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:782(<setcomp>)
       31    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:375(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:426(<dictcomp>)
